year,key_team,win,loss,runs_for,runs_against
1871,BS1,20,10,401,303
1871,CH1,19,9,302,241
1871,CL1,10,19,249,341
1871,FW1,7,12,137,243
1871,NY2,16,17,302,313
1871,PH1,19,9,376,266
1871,RC1,8,17,231,287
1871,TRO,12,16,351,362
1871,WS3,14,16,310,303
1872,BL1,36,19,617,434
1872,BR1,3,25,152,413
1872,BR2,9,28,237,473
1872,BS1,39,8,521,236
1872,CL1,6,16,174,254
1872,MID,5,19,220,348
1872,NY2,34,20,523,362
1872,PH1,29,15,539,349
1872,TRO,15,10,273,191
1872,WS3,2,7,54,140
1872,WS4,0,11,80,190
1873,BL1,34,22,641,451
1873,BL4,0,6,26,152
1873,BR2,17,37,362,549
1873,BS1,43,16,739,460
1873,ELI,2,21,98,299
1873,NY2,29,24,424,385
1873,PH1,28,23,474,399
1873,PH2,36,17,526,396
1873,WS5,8,31,283,482
1874,BL1,9,38,227,505
1874,BR2,22,33,301,450
1874,BS1,52,18,735,415
1874,CH2,28,31,418,480
1874,HR1,16,37,371,471
1874,NY2,42,23,501,377
1874,PH1,33,22,441,344
1874,PH2,29,29,476,428
1875,BR2,2,42,132,438
1875,BS1,71,8,831,343
1875,CH2,30,37,379,416
1875,HR1,54,28,557,343
1875,KEO,1,12,45,88
1875,NH1,7,40,170,397
1875,NY2,30,38,328,425
1875,PH1,53,20,699,402
1875,PH2,37,31,470,376
1875,PH3,2,12,70,138
1875,SL1,4,15,60,161
1875,SL2,39,29,386,369
1875,WS6,5,23,107,338
1876,BSN,39,31,471,450
1876,CHN,52,14,624,257
1876,CN1,9,56,238,579
1876,HAR,47,21,429,261
1876,LS1,30,36,280,344
1876,NY3,21,35,260,412
1876,PHN,14,45,378,534
1876,SL3,45,19,386,229
1877,BSN,42,18,419,263
1877,CHN,26,33,366,375
1877,CN1,15,42,291,485
1877,HAR,31,27,341,311
1877,LS1,35,25,339,288
1877,SL3,28,32,284,318
1878,BSN,41,19,298,241
1878,CHN,30,30,371,331
1878,CN1,37,23,333,281
1878,IN1,24,36,293,328
1878,ML2,15,45,256,386
1878,PRO,33,27,353,337
1879,BFN,46,32,389,365
1879,BSN,54,30,562,348
1879,CHN,46,33,437,411
1879,CL2,27,55,322,461
1879,CN1,43,37,485,464
1879,PRO,59,25,612,355
1879,SR1,22,48,276,457
1879,TRN,19,56,321,543
1880,BFN,24,58,332,502
1880,BSN,40,44,416,456
1880,CHN,67,17,538,317
1880,CL2,47,37,387,337
1880,CN4,21,59,296,472
1880,PRO,52,32,419,299
1880,TRN,41,42,392,439
1880,WOR,40,43,412,370
1881,BFN,45,38,440,448
1881,BSN,38,45,349,410
1881,CHN,56,28,550,379
1881,CL2,36,48,392,414
1881,DTN,41,43,440,429
1881,PRO,47,37,447,426
1881,TRN,39,45,399,429
1881,WOR,32,50,410,492
1882,BFN,45,39,500,462
1882,BL5,19,54,272,513
1882,BSN,45,39,472,411
1882,CHN,55,29,603,353
1882,CL2,42,40,402,410
1882,CN2,55,25,489,268
1882,DTN,42,41,407,490
1882,LS2,42,37,443,352
1882,PH4,41,34,405,389
1882,PRO,52,32,463,356
1882,PT1,39,39,427,416
1882,SL4,36,43,398,496
1882,TRN,35,48,430,522
1882,WOR,18,66,379,652
1883,BFN,52,45,613,576
1883,BL2,28,68,471,738
1883,BSN,63,35,668,457
1883,CHN,59,39,679,540
1883,CL2,55,42,475,443
1883,CL5,32,65,475,659
1883,CN2,61,37,657,413
1883,DTN,40,58,524,651
1883,LS2,52,45,564,561
1883,NY1,46,50,529,577
1883,NY4,54,42,498,405
1883,PH4,66,32,720,547
1883,PHI,16,82,446,888
1883,PRO,59,39,634,436
1883,PT1,31,67,523,726
1883,SL4,65,33,549,408
1884,ALT,6,19,90,216
1884,BFN,63,47,701,625
1884,BL2,63,43,635,515
1884,BLU,57,47,662,628
1884,BR3,40,64,476,644
1884,BSN,73,38,682,469
1884,BSU,56,51,636,559
1884,CHN,62,49,834,646
1884,CHU,41,49,438,482
1884,CL2,35,77,457,716
1884,CL5,69,39,584,459
1884,CN2,68,41,754,512
1884,CNU,69,33,703,458
1884,DTN,28,84,443,735
1884,IN2,29,78,463,755
1884,KCU,17,62,311,619
1884,LS2,68,40,573,425
1884,MLU,8,4,53,35
1884,NY1,62,50,693,623
1884,NY4,75,32,734,423
1884,PH4,61,46,700,546
1884,PHI,39,73,549,822
1884,PHU,21,46,415,545
1884,PRO,84,28,665,388
1884,PT1,30,78,407,722
1884,RIC,12,29,194,295
1884,SL4,67,40,657,537
1884,SLU,92,20,887,429
1884,SPU,2,6,24,57
1884,TL1,45,58,460,571
1884,WIL,2,15,35,114
1884,WS7,12,51,248,481
1884,WSU,45,64,566,678
1885,BFN,38,74,497,761
1885,BL2,41,68,542,684
1885,BR3,53,59,624,648
1885,BSN,46,66,526,589
1885,CHN,87,25,834,470
1885,CN2,63,49,642,576
1885,DTN,41,67,516,582
1885,LS2,53,59,557,598
1885,NY1,85,27,691,370
1885,NY4,44,64,528,686
1885,PH4,55,57,764,691
1885,PHI,56,54,513,511
1885,PRO,53,57,441,531
1885,PT1,56,55,547,537
1885,SL4,79,33,677,461
1885,SL5,36,72,390,594
1886,BL2,48,83,623,878
1886,BR3,76,61,832,830
1886,BSN,56,61,657,659
1886,CHN,90,34,901,555
1886,CN2,65,73,882,864
1886,DTN,87,36,836,538
1886,KCN,30,88,494,874
1886,LS2,66,70,829,802
1886,NY1,75,44,693,558
1886,NY4,53,82,629,767
1886,PH4,63,72,771,940
1886,PHI,71,43,620,498
1886,PT1,80,57,811,645
1886,SL4,93,46,944,595
1886,SL5,43,78,548,712
1886,WS8,24,92,444,799
1887,BL2,77,58,975,860
1887,BR3,60,74,902,918
1887,BSN,63,60,833,793
1887,CHN,71,52,813,715
1887,CL3,40,91,729,1110
1887,CN2,81,53,892,745
1887,DTN,79,45,970,711
1887,IN3,37,89,626,964
1887,LS2,74,60,956,854
1887,NY1,68,55,815,717
1887,NY4,44,89,754,1093
1887,PH4,63,70,892,890
1887,PHI,75,48,893,701
1887,PIT,55,69,620,752
1887,SL4,95,39,1131,761
1887,WS8,46,76,600,817
1888,BL2,57,80,653,779
1888,BR3,88,52,758,584
1888,BSN,70,64,669,620
1888,CHN,77,57,734,659
1888,CL3,50,82,652,839
1888,CN2,80,54,744,628
1888,DTN,68,63,721,629
1888,IN3,50,85,598,728
1888,KC2,43,89,579,896
1888,LS2,48,87,689,870
1888,NY1,83,47,660,479
1888,PH4,81,52,827,594
1888,PHI,69,61,535,509
1888,PIT,66,68,534,580
1888,SL4,92,43,789,501
1888,WS8,48,86,482,729
1889,BL2,70,65,791,795
1889,BR3,91,44,996,706
1889,BSN,83,45,826,624
1889,CHN,67,65,866,815
1889,CL4,61,72,655,720
1889,CL6,60,77,778,924
1889,CN2,76,63,897,769
1889,IN3,59,75,820,894
1889,KC2,55,82,852,1030
1889,LS2,27,111,632,1090
1889,NY1,83,43,935,708
1889,PH4,75,58,880,787
1889,PHI,63,64,741,749
1889,PIT,61,71,726,799
1889,SL4,90,44,956,681
1889,WS8,41,83,632,892
1890,BFP,36,96,793,1199
1890,BL3,15,19,182,192
1890,BR4,27,72,492,733
1890,BRO,86,43,884,621
1890,BRP,76,56,962,893
1890,BSN,75,57,765,594
1890,BSP,84,48,1031,781
1890,CHN,84,53,850,692
1890,CHP,75,62,886,770
1890,CIN,77,55,753,633
1890,CL4,44,88,625,832
1890,CL6,78,56,830,615
1890,CLP,55,75,849,1026
1890,LS2,87,43,820,584
1890,NY1,63,67,710,698
1890,NYP,74,57,1017,875
1890,PH4,53,78,702,945
1890,PHI,78,54,823,707
1890,PHP,68,63,941,853
1890,PIT,23,113,599,1232
1890,PTP,60,71,849,931
1890,RC2,63,63,709,710
1890,SL4,78,57,864,736
1890,SR2,54,72,699,831
1890,TL2,68,63,738,690
1891,BL3,72,63,848,796
1891,BRO,61,76,765,821
1891,BS2,93,42,1027,674
1891,BSN,87,51,847,658
1891,CHN,81,53,833,730
1891,CIN,56,81,646,791
1891,CL4,65,74,836,888
1891,CL6,61,76,700,777
1891,CN3,43,57,547,643
1891,LS2,53,83,697,868
1891,ML3,21,15,228,156
1891,NY1,71,61,754,711
1891,PH4,73,65,816,793
1891,PHI,68,69,756,773
1891,PIT,55,79,679,744
1891,SL4,85,51,959,738
1891,WS9,43,92,689,1066
1892,BLN,47,100,779,1017
1892,BRO,95,59,935,733
1892,BSN,102,48,862,649
1892,CHN,71,74,635,735
1892,CIN,82,68,766,730
1892,CL4,93,55,855,613
1892,LS3,62,90,649,804
1892,NY1,70,80,811,826
1892,PHI,87,66,857,691
1892,PIT,76,73,802,796
1892,SLN,56,94,702,921
1892,WSN,58,92,731,869
1893,BLN,60,70,820,891
1893,BRO,65,63,775,845
1893,BSN,86,43,1008,794
1893,CHN,56,71,829,874
1893,CIN,65,63,760,814
1893,CL4,73,55,977,839
1893,LS3,50,75,760,939
1893,NY1,68,64,940,846
1893,PHI,72,57,1011,843
1893,PIT,81,48,967,766
1893,SLN,57,75,745,831
1893,WSN,40,89,722,1032
1894,BLN,89,39,1171,819
1894,BRO,69,63,1022,1015
1894,BSN,83,49,1218,1002
1894,CHN,58,75,1058,1081
1894,CIN,56,76,935,1108
1894,CL4,68,61,931,894
1894,LS3,35,95,698,1018
1894,NY1,89,45,962,799
1894,PHI,73,58,1179,995
1894,PIT,66,65,961,982
1894,SLN,56,76,771,953
1894,WSN,46,86,882,1122
1895,BLN,86,43,1003,648
1895,BRO,71,60,878,838
1895,BSN,72,60,911,829
1895,CHN,72,58,867,853
1895,CIN,66,64,903,855
1895,CL4,84,47,920,723
1895,LS3,35,95,697,1091
1895,NY1,66,65,855,832
1895,PHI,78,53,1067,957
1895,PIT,71,61,815,799
1895,SLN,40,92,752,1036
1895,WSN,43,86,840,1047
1896,BLN,90,39,995,669
1896,BRO,58,73,697,764
1896,BSN,74,57,865,767
1896,CHN,71,57,815,805
1896,CIN,77,50,784,620
1896,CL4,80,48,840,650
1896,LS3,38,93,659,997
1896,NY1,64,67,829,815
1896,PHI,62,68,890,891
1896,PIT,66,63,787,741
1896,SLN,40,90,593,929
1896,WSN,58,73,818,924
1897,BLN,90,40,964,669
1897,BRO,61,71,802,845
1897,BSN,93,39,1025,665
1897,CHN,59,73,832,895
1897,CIN,76,56,763,705
1897,CL4,68,61,774,677
1897,LS3,52,79,675,870
1897,NY1,82,49,898,696
1897,PHI,55,76,752,792
1897,PIT,61,69,676,835
1897,SLN,29,103,592,1088
1897,WSN,60,70,777,793
1898,BLN,95,53,934,623
1898,BRO,54,91,638,811
1898,BSN,102,47,872,614
1898,CHN,85,64,826,678
1898,CIN,92,60,831,741
1898,CL4,81,68,731,683
1898,LS3,70,81,728,834
1898,NY1,77,72,837,801
1898,PHI,77,71,822,783
1898,PIT,72,76,635,694
1898,SLN,39,111,571,929
1898,WSN,51,101,705,939
1899,BLN,86,61,827,691
1899,BRO,99,47,892,658
1899,BSN,95,57,859,646
1899,CHN,75,73,812,763
1899,CIN,83,68,862,776
1899,CL4,20,134,529,1253
1899,LS3,75,78,833,782
1899,NY1,62,88,741,868
1899,PHI,94,58,916,743
1899,PIT,77,73,841,771
1899,SLN,83,68,818,739
1899,WSN,54,98,743,983
1900,BRO,81,54,816,722
1900,BSN,66,72,778,739
1900,CHN,65,75,635,751
1900,CIN,62,77,702,745
1900,NY1,60,78,713,823
1900,PHI,75,63,810,791
1900,PIT,79,60,733,612
1900,SLN,65,74,743,747
1901,BLA,68,63,760,750
1901,BOS,79,57,759,608
1901,BRO,79,56,744,600
1901,BSN,69,69,531,556
1901,CHA,83,53,819,631
1901,CHN,53,86,578,699
1901,CIN,52,87,561,818
1901,CLE,54,82,666,831
1901,DET,72,61,741,694
1901,MLA,48,89,641,828
1901,NY1,51,85,544,755
1901,PHA,74,62,805,760
1901,PHI,83,57,668,543
1901,PIT,90,49,776,534
1901,SLN,76,64,792,689
1901,WS1,61,72,682,771
1902,BLA,50,87,715,848
1902,BOS,77,60,664,600
1902,BRO,75,63,564,519
1902,BSN,73,63,572,516
1902,CHA,74,60,675,602
1902,CHN,70,69,544,505
1902,CIN,70,70,633,566
1902,CLE,69,67,686,667
1902,DET,52,83,566,657
1902,NY1,48,90,405,604
1902,PHA,83,53,775,636
1902,PHI,56,81,483,649
1902,PIT,102,36,775,439
1902,SLA,77,58,619,607
1902,SLN,56,78,517,695
1902,WS1,61,75,707,790
1903,BOS,91,47,708,504
1903,BRO,70,66,667,682
1903,BSN,58,80,578,699
1903,CHA,60,77,516,613
1903,CHN,82,56,695,599
1903,CIN,74,65,765,656
1903,CLE,77,63,639,579
1903,DET,65,71,567,539
1903,NY1,84,55,729,567
1903,NYA,72,62,579,573
1903,PHA,75,60,597,519
1903,PHI,49,86,617,738
1903,PIT,91,49,793,613
1903,SLA,65,74,500,525
1903,SLN,43,94,505,795
1903,WS1,43,94,437,691
1904,BOS,95,59,608,466
1904,BRO,56,97,497,614
1904,BSN,55,98,491,749
1904,CHA,89,65,600,482
1904,CHN,93,60,597,517
1904,CIN,88,65,695,547
1904,CLE,86,65,647,482
1904,DET,62,90,505,627
1904,NY1,106,46,744,474
1904,NYA,92,59,598,526
1904,PHA,81,70,557,503
1904,PHI,52,100,571,784
1904,PIT,87,66,675,592
1904,SLA,65,87,481,604
1904,SLN,74,79,602,595
1904,WS1,38,113,437,743
1905,BOS,78,74,579,565
1905,BRO,48,104,506,807
1905,BSN,51,103,468,733
1905,CHA,92,60,612,451
1905,CHN,92,61,667,442
1905,CIN,79,74,736,698
1905,CLE,76,78,564,587
1905,DET,79,74,512,604
1905,NY1,105,47,780,505
1905,NYA,71,78,586,621
1905,PHA,92,56,623,488
1905,PHI,83,69,708,603
1905,PIT,95,57,692,570
1905,SLA,54,99,512,608
1905,SLN,58,96,535,734
1905,WS1,64,87,559,623
1906,BOS,49,105,463,706
1906,BRO,66,86,496,625
1906,BSN,49,102,408,649
1906,CHA,93,58,567,460
1906,CHN,115,36,704,381
1906,CIN,64,87,533,582
1906,CLE,89,64,663,481
1906,DET,71,78,518,598
1906,NY1,96,55,625,509
1906,NYA,89,61,640,543
1906,PHA,78,66,561,539
1906,PHI,71,82,528,564
1906,PIT,93,60,623,470
1906,SLA,76,73,560,499
1906,SLN,52,98,470,607
1906,WS1,55,95,519,665
1907,BOS,59,90,466,558
1907,BRO,65,83,446,522
1907,BSN,58,90,502,652
1907,CHA,87,64,588,474
1907,CHN,108,44,574,390
1907,CIN,66,87,526,519
1907,CLE,85,67,531,525
1907,DET,92,58,693,531
1907,NY1,82,71,574,510
1907,NYA,70,78,605,667
1907,PHA,88,57,584,511
1907,PHI,83,64,514,476
1907,PIT,91,63,634,510
1907,SLA,69,83,541,555
1907,SLN,51,102,419,610
1907,WS1,49,102,506,693
1908,BOS,75,79,564,513
1908,BRO,53,101,375,516
1908,BSN,63,91,537,622
1908,CHA,88,64,537,470
1908,CHN,99,55,624,461
1908,CIN,73,81,488,543
1908,CLE,90,64,569,459
1908,DET,90,63,647,547
1908,NY1,98,56,651,455
1908,NYA,51,103,460,713
1908,PHA,68,85,486,562
1908,PHI,83,71,504,445
1908,PIT,98,56,585,468
1908,SLA,83,69,544,483
1908,SLN,49,105,372,626
1908,WS1,67,85,479,539
1909,BOS,88,63,601,549
1909,BRO,55,98,444,627
1909,BSN,45,108,435,683
1909,CHA,78,74,492,464
1909,CHN,104,49,635,390
1909,CIN,77,77,607,601
1909,CLE,71,82,493,532
1909,DET,98,54,666,493
1909,NY1,91,61,624,547
1909,NYA,74,77,589,587
1909,PHA,95,58,605,411
1909,PHI,74,78,517,519
1909,PIT,111,42,701,448
1909,SLA,61,89,441,575
1909,SLN,54,98,583,731
1909,WS1,42,110,380,656
1910,BOS,81,72,641,564
1910,BRO,64,90,497,623
1910,BSN,53,100,495,701
1910,CHA,68,85,457,479
1910,CHN,104,50,711,497
1910,CIN,75,79,620,684
1910,CLE,71,81,548,657
1910,DET,86,68,679,584
1910,NY1,91,63,715,567
1910,NYA,88,63,626,557
1910,PHA,102,48,674,442
1910,PHI,78,75,674,639
1910,PIT,86,67,655,576
1910,SLA,47,107,451,743
1910,SLN,63,90,637,717
1910,WS1,66,85,501,551
1911,BOS,78,75,680,643
1911,BRO,64,86,539,659
1911,BSN,44,107,699,1021
1911,CHA,77,74,718,624
1911,CHN,92,62,757,607
1911,CIN,70,83,682,706
1911,CLE,80,73,693,712
1911,DET,89,65,831,777
1911,NY1,99,54,756,542
1911,NYA,76,76,684,723
1911,PHA,101,50,861,602
1911,PHI,79,73,658,669
1911,PIT,85,69,744,557
1911,SLA,45,107,567,812
1911,SLN,75,74,671,745
1911,WS1,64,90,624,765
1912,BOS,105,47,799,544
1912,BRO,58,95,651,744
1912,BSN,52,101,693,871
1912,CHA,78,76,639,648
1912,CHN,91,59,756,668
1912,CIN,75,78,656,722
1912,CLE,75,78,677,681
1912,DET,69,84,720,777
1912,NY1,103,48,823,571
1912,NYA,50,102,630,842
1912,PHA,90,62,779,658
1912,PHI,73,79,670,688
1912,PIT,93,58,751,565
1912,SLA,53,101,552,764
1912,SLN,63,90,659,830
1912,WS1,91,61,699,581
1913,BOS,79,71,631,610
1913,BRO,65,84,595,613
1913,BSN,69,82,641,690
1913,CHA,78,74,488,498
1913,CHN,88,65,721,630
1913,CIN,64,89,607,717
1913,CLE,86,66,633,536
1913,DET,66,87,625,716
1913,NY1,101,51,684,515
1913,NYA,57,94,529,668
1913,PHA,96,57,794,592
1913,PHI,88,63,693,636
1913,PIT,78,71,673,585
1913,SLA,57,96,528,642
1913,SLN,51,99,528,756
1913,WS1,90,64,596,562
1914,BLF,84,70,645,628
1914,BOS,91,62,589,510
1914,BRF,77,77,662,677
1914,BRO,75,79,622,618
1914,BSN,94,59,657,548
1914,BUF,80,71,620,602
1914,CHA,70,84,487,560
1914,CHF,87,67,621,517
1914,CHN,78,76,605,638
1914,CIN,60,94,530,651
1914,CLE,51,102,538,709
1914,DET,80,73,615,618
1914,IND,88,65,762,622
1914,KCF,67,84,644,683
1914,NY1,84,70,672,576
1914,NYA,70,84,537,550
1914,PHA,98,53,749,529
1914,PHI,74,80,651,687
1914,PIT,69,85,503,540
1914,PTF,64,86,605,698
1914,SLA,71,82,523,615
1914,SLF,62,89,565,697
1914,SLN,81,72,558,540
1914,WS1,81,72,572,519
1915,BLF,47,107,550,760
1915,BOS,101,50,669,499
1915,BRF,70,82,647,673
1915,BRO,80,72,536,560
1915,BSN,83,69,582,545
1915,BUF,74,78,574,634
1915,CHA,93,61,717,509
1915,CHF,86,66,641,538
1915,CHN,73,80,570,620
1915,CIN,71,83,516,585
1915,CLE,57,95,539,670
1915,DET,100,54,778,597
1915,KCF,81,72,547,551
1915,NEW,80,72,585,562
1915,NY1,69,83,582,628
1915,NYA,69,83,584,588
1915,PHA,43,109,545,889
1915,PHI,90,62,589,463
1915,PIT,73,81,557,520
1915,PTF,86,67,592,524
1915,SLA,63,91,522,680
1915,SLF,87,67,634,528
1915,SLN,72,81,590,601
1915,WS1,85,68,569,491
1916,BOS,91,63,550,480
1916,BRO,93,60,585,471
1916,BSN,89,63,542,453
1916,CHA,89,65,601,497
1916,CHN,67,85,520,541
1916,CIN,60,93,505,617
1916,CLE,77,77,630,602
1916,DET,87,67,670,595
1916,NY1,86,66,597,504
1916,NYA,80,74,577,561
1916,PHA,36,117,447,776
1916,PHI,91,62,581,489
1916,PIT,65,89,484,586
1916,SLA,79,75,588,545
1916,SLN,60,93,476,629
1916,WS1,76,77,536,543
1917,BOS,90,62,555,455
1917,BRO,70,81,511,559
1917,BSN,72,81,536,552
1917,CHA,99,54,655,463
1917,CHN,74,80,552,567
1917,CIN,78,76,601,611
1917,CLE,88,65,584,543
1917,DET,78,75,639,577
1917,NY1,98,56,635,457
1917,NYA,71,82,524,558
1917,PHA,55,98,529,691
1917,PHI,87,65,578,500
1917,PIT,51,103,464,595
1917,SLA,57,97,510,687
1917,SLN,82,70,531,567
1917,WS1,74,79,544,566
1918,BOS,75,51,474,380
1918,BRO,57,69,360,463
1918,BSN,53,71,424,469
1918,CHA,57,67,457,446
1918,CHN,84,45,538,393
1918,CIN,68,60,530,496
1918,CLE,73,54,504,447
1918,DET,55,71,476,557
1918,NY1,71,53,480,415
1918,NYA,60,63,493,475
1918,PHA,52,76,412,538
1918,PHI,55,68,430,507
1918,PIT,65,60,466,412
1918,SLA,58,64,426,448
1918,SLN,51,78,454,527
1918,WS1,72,56,461,412
1919,BOS,66,71,564,552
1919,BRO,69,71,525,513
1919,BSN,57,82,465,563
1919,CHA,88,52,667,534
1919,CHN,75,65,454,407
1919,CIN,96,44,577,401
1919,CLE,84,55,636,537
1919,DET,80,60,618,578
1919,NY1,87,53,605,470
1919,NYA,80,59,578,506
1919,PHA,36,104,457,742
1919,PHI,47,90,510,699
1919,PIT,71,68,472,466
1919,SLA,67,72,533,567
1919,SLN,54,83,463,552
1919,WS1,56,84,533,570
1920,BOS,72,81,650,698
1920,BRO,93,61,660,528
1920,BSN,62,90,523,670
1920,CHA,96,58,794,664
1920,CHN,75,79,619,635
1920,CIN,82,71,639,569
1920,CLE,98,56,856,642
1920,DET,61,93,652,832
1920,NY1,86,68,682,543
1920,NYA,95,59,837,629
1920,PHA,48,106,558,834
1920,PHI,62,91,565,714
1920,PIT,79,75,530,552
1920,SLA,76,77,797,766
1920,SLN,75,79,675,682
1920,WS1,68,84,723,802
1921,BOS,75,79,668,696
1921,BRO,77,75,667,681
1921,BSN,79,74,721,697
1921,CHA,62,92,683,858
1921,CHN,64,89,668,773
1921,CIN,70,83,618,649
1921,CLE,94,60,925,712
1921,DET,71,82,887,852
1921,NY1,94,59,840,637
1921,NYA,98,55,948,708
1921,PHA,53,100,657,894
1921,PHI,51,103,617,919
1921,PIT,90,63,692,595
1921,SLA,81,73,835,849
1921,SLN,87,66,809,681
1921,WS1,80,73,704,738
1922,BOS,61,93,598,769
1922,BRO,76,78,743,754
1922,BSN,53,100,596,822
1922,CHA,77,77,691,691
1922,CHN,80,74,771,808
1922,CIN,86,68,766,677
1922,CLE,78,76,768,817
1922,DET,79,75,828,791
1922,NY1,93,61,852,658
1922,NYA,94,60,758,618
1922,PHA,65,89,705,830
1922,PHI,57,96,738,920
1922,PIT,85,69,865,736
1922,SLA,93,61,867,643
1922,SLN,85,69,863,819
1922,WS1,69,85,650,706
1923,BOS,61,91,584,809
1923,BRO,76,78,753,741
1923,BSN,54,100,636,798
1923,CHA,69,85,692,741
1923,CHN,83,71,756,704
1923,CIN,91,63,708,629
1923,CLE,82,71,888,746
1923,DET,83,71,831,741
1923,NY1,95,58,854,679
1923,NYA,98,54,823,622
1923,PHA,69,83,661,761
1923,PHI,50,104,748,1008
1923,PIT,87,67,786,696
1923,SLA,74,78,688,720
1923,SLN,79,74,746,732
1923,WS1,75,78,720,747
1924,BOS,68,87,735,806
1924,BRO,92,62,717,679
1924,BSN,53,100,520,798
1924,CHA,66,87,793,858
1924,CHN,81,73,698,699
1924,CIN,83,70,649,579
1924,CLE,67,86,755,814
1924,DET,86,68,849,796
1924,NY1,94,60,857,641
1924,NYA,89,63,798,667
1924,PHA,71,81,685,778
1924,PHI,55,96,676,849
1924,PIT,90,63,724,586
1924,SLA,74,79,769,807
1924,SLN,65,89,740,750
1924,WS1,92,62,755,613
1925,BOS,47,105,639,922
1925,BRO,68,85,786,866
1925,BSN,70,83,708,802
1925,CHA,79,75,811,770
1925,CHN,68,86,723,773
1925,CIN,80,73,690,643
1925,CLE,70,84,782,817
1925,DET,81,73,903,829
1925,NY1,86,66,736,702
1925,NYA,69,85,706,774
1925,PHA,88,64,831,713
1925,PHI,68,85,812,930
1925,PIT,95,58,912,715
1925,SLA,82,71,900,906
1925,SLN,77,76,828,764
1925,WS1,96,55,829,670
1926,BOS,46,107,562,835
1926,BRO,71,82,623,705
1926,BSN,66,86,624,719
1926,CHA,81,72,730,665
1926,CHN,82,72,682,602
1926,CIN,87,67,747,651
1926,CLE,88,66,738,612
1926,DET,79,75,793,830
1926,NY1,74,77,663,668
1926,NYA,91,63,847,713
1926,PHA,83,67,677,570
1926,PHI,58,93,687,900
1926,PIT,84,69,769,689
1926,SLA,62,92,682,845
1926,SLN,89,65,817,678
1926,WS1,81,69,802,761
1927,BOS,51,103,597,856
1927,BRO,65,88,541,619
1927,BSN,60,94,651,771
1927,CHA,70,83,662,708
1927,CHN,85,68,750,661
1927,CIN,75,78,643,653
1927,CLE,66,87,668,766
1927,DET,82,71,845,805
1927,NY1,92,62,817,720
1927,NYA,110,44,975,599
1927,PHA,91,63,841,726
1927,PHI,51,103,678,903
1927,PIT,94,60,817,659
1927,SLA,59,94,724,904
1927,SLN,92,61,754,665
1927,WS1,85,69,782,730
1928,BOS,57,96,589,770
1928,BRO,77,76,665,640
1928,BSN,50,103,631,878
1928,CHA,72,82,656,725
1928,CHN,91,63,714,615
1928,CIN,78,74,648,686
1928,CLE,62,92,674,830
1928,DET,68,86,744,804
1928,NY1,93,61,807,653
1928,NYA,101,53,894,685
1928,PHA,98,55,829,615
1928,PHI,43,109,660,957
1928,PIT,85,67,837,704
1928,SLA,82,72,772,742
1928,SLN,95,59,807,636
1928,WS1,75,79,718,705
1929,BOS,58,96,605,803
1929,BRO,70,83,755,888
1929,BSN,56,98,657,876
1929,CHA,59,93,627,792
1929,CHN,98,54,982,758
1929,CIN,66,88,686,760
1929,CLE,81,71,717,736
1929,DET,70,84,926,928
1929,NY1,84,67,897,709
1929,NYA,88,66,899,775
1929,PHA,104,46,901,615
1929,PHI,71,82,897,1032
1929,PIT,88,65,904,780
1929,SLA,79,73,733,713
1929,SLN,78,74,831,806
1929,WS1,71,81,730,776
1930,BOS,52,102,612,814
1930,BRO,86,68,871,738
1930,BSN,70,84,693,835
1930,CHA,62,92,729,884
1930,CHN,90,64,998,870
1930,CIN,59,95,665,857
1930,CLE,81,73,890,915
1930,DET,75,79,783,833
1930,NY1,87,67,959,814
1930,NYA,86,68,1062,898
1930,PHA,102,52,951,751
1930,PHI,52,102,944,1199
1930,PIT,80,74,891,928
1930,SLA,64,90,751,886
1930,SLN,92,62,1004,784
1930,WS1,94,60,892,689
1931,BOS,62,90,625,800
1931,BRO,79,73,681,673
1931,BSN,64,90,533,680
1931,CHA,56,97,704,939
1931,CHN,84,70,828,710
1931,CIN,58,96,592,742
1931,CLE,78,76,885,833
1931,DET,61,93,651,836
1931,NY1,87,65,768,599
1931,NYA,94,59,1067,760
1931,PHA,107,45,858,626
1931,PHI,66,88,684,828
1931,PIT,75,79,636,691
1931,SLA,63,91,721,870
1931,SLN,101,53,815,614
1931,WS1,92,62,843,690
1932,BOS,43,111,566,915
1932,BRO,81,73,752,747
1932,BSN,77,77,649,655
1932,CHA,49,102,667,897
1932,CHN,90,64,720,633
1932,CIN,60,94,575,715
1932,CLE,87,65,845,747
1932,DET,76,76,799,787
1932,NY1,72,82,755,706
1932,NYA,108,47,1002,724
1932,PHA,94,60,981,752
1932,PHI,78,76,844,796
1932,PIT,86,68,701,711
1932,SLA,63,91,736,898
1932,SLN,72,82,684,717
1932,WS1,93,61,840,716
1933,BOS,63,86,700,758
1933,BRO,65,88,617,695
1933,BSN,83,71,552,531
1933,CHA,67,83,683,814
1933,CHN,86,68,646,536
1933,CIN,58,94,496,643
1933,CLE,75,76,654,669
1933,DET,75,79,722,733
1933,NY1,91,61,636,515
1933,NYA,91,59,927,768
1933,PHA,79,72,875,853
1933,PHI,60,92,607,760
1933,PIT,87,67,667,619
1933,SLA,55,96,669,820
1933,SLN,82,71,687,609
1933,WS1,99,53,850,665
1934,BOS,76,76,820,775
1934,BRO,71,81,748,795
1934,BSN,78,73,683,714
1934,CHA,53,99,704,946
