"","year","team","offense","offense_year","defense","defense_year","overall_score"
"64","1964","CLE",1.47748478422865,1.45743443961452,1.46859070630266,1.45285757251026,0.0134709450302521
"65","1964","DET",1.48516803711232,1.4608735146553,1.47895552081643,1.43903836840717,0.0280476625440143
"66","1964","HOU",1.46228686951763,1.29176703188003,1.49688055703132,1.42132523014449,-0.164151885778156
"67","1964","KC1",1.4219465753305,1.43502640551889,1.48366334483586,1.56647264168634,-0.193163005672814
"68","1964","LAA",1.45178918456789,1.33247946605241,1.46013545452584,1.30880905423451,0.0153241418599483
"69","1964","LAN",1.4893489589928,1.41850808089602,1.42619608330932,1.40478654943711,0.0768744071423808
"70","1964","MIN",1.46303345789287,1.49930715967636,1.46063626508506,1.44194161627498,0.0597627362091884
"71","1964","MLN",1.50063333743389,1.59489697396485,1.46863771822669,1.57194216921399,0.0549504239580552
"72","1964","NYA",1.52752539678707,1.45879785559863,1.44011112622744,1.37629848866651,0.169913637491753
"73","1964","NYN",1.45987057502284,1.39960715020685,1.46590914849365,1.57396361658092,-0.180395039844881
"74","1964","PHI",1.46717377168592,1.48498927813462,1.49278292441125,1.40194431009771,0.0574358153115817
"75","1964","PIT",1.46548718762009,1.47089188103355,1.48003246333492,1.4230582611093,0.033288344209411
"76","1964","SFN",1.5012256730043,1.45200975163999,1.48278843987758,1.37901561153551,0.0914313732311989
"77","1964","SLN",1.49260965609571,1.50325517068391,1.44673262987299,1.46779656042562,0.0813356364810081
"78","1964","WS2",1.40854551133684,1.41905861144331,1.47386236311541,1.50368399491837,-0.149942235253627
"79","1965","BAL",1.50172493301859,1.41979303561207,1.44156164702014,1.36969260334772,0.110263718262797
"80","1965","BOS",1.49734558161695,1.4126402468735,1.44534447326203,1.56788780689673,-0.1032464516683
"81","1965","CAL",1.44372132224512,1.33279235356077,1.45618126729652,1.35287839887737,-0.0325459903680034
"82","1965","CHA",1.46368038685933,1.43398766839647,1.44504678157895,1.32935456469775,0.123266708979102
"83","1965","CHN",1.43695428638215,1.42343317577424,1.47042294837365,1.47908130170093,-0.0891167879181936
"84","1965","CIN",1.49710652188885,1.60057988892118,1.46893835609505,1.50050234121032,0.128245713504649
"85","1965","CLE",1.47748478422865,1.44583234938062,1.46859070630266,1.38314297350446,0.0715834538021545
"86","1965","DET",1.48516803711232,1.44841466256987,1.47895552081643,1.36402416898514,0.0906030098806121
"87","1965","HOU",1.46228686951763,1.38504073429083,1.49688055703132,1.51184732946623,-0.161400282689095
"88","1965","KC1",1.4219465753305,1.40530974869645,1.48366334483586,1.50116438658511,-0.157571407394027
"89","1965","LAN",1.4893489589928,1.41720562021931,1.42619608330932,1.34323051296184,0.137127982940946
"90","1965","MIN",1.46303345789287,1.54567095407503,1.46063626508506,1.37295754865901,0.175110598223831
"91","1965","MLN",1.50063333743389,1.49440211351331,1.46863771822669,1.44061583307343,0.0857818996470745
"92","1965","NYA",1.52752539678707,1.36157871423332,1.44011112622744,1.41673994027804,0.0322530445149058
"93","1965","NYN",1.45987057502284,1.30218091157947,1.46590914849365,1.53892054390362,-0.242778205794962
"94","1965","PHI",1.46717377168592,1.45161638855241,1.49278292441125,1.43777119874313,-0.011763962916048
"95","1965","PIT",1.46548718762009,1.47166464769243,1.48003246333492,1.35186402507369,0.105255346903896
"96","1965","SFN",1.5012256730043,1.46979216910366,1.48278843987758,1.38182298371216,0.106406418518223
"97","1965","SLN",1.49260965609571,1.49780087044061,1.44673262987299,1.48731575075289,0.0563621459104384
"98","1965","WS2",1.40854551133684,1.44593005789576,1.47386236311541,1.49771420604002,-0.117100999922835
"99","1966","ATL",1.46872667753908,1.56674880116704,1.43865683677553,1.4802255894945,0.116593052436101
"100","1966","BAL",1.50172493301859,1.54868493616692,1.44156164702014,1.42315353499246,0.185694687172909
"101","1966","BOS",1.49734558161695,1.40103719235286,1.44534447326203,1.51126841847288,-0.0582301177650892
"102","1966","CAL",1.44372132224512,1.4371471507512,1.45618126729652,1.44808783802839,-0.0234006323285874
"103","1966","CHA",1.46368038685933,1.35266389920534,1.44504678157895,1.2708267865906,0.100470717895126
"104","1966","CHN",1.43695428638215,1.44360023463298,1.47042294837365,1.56898870938637,-0.158857136744898
"105","1966","CIN",1.49710652188885,1.47300793809577,1.46893835609505,1.48969070963558,0.0114853942539872
"106","1966","CLE",1.47748478422865,1.35164670286132,1.46859070630266,1.34668423654104,0.0138565442462739
"107","1966","DET",1.48516803711232,1.50108719603093,1.47895552081643,1.4777644111065,0.0295353012203261
"108","1966","HOU",1.46228686951763,1.4190970506172,1.49688055703132,1.49060414285561,-0.106100779752101
"109","1966","KC1",1.4219465753305,1.38331867266964,1.48366334483586,1.39812073032843,-0.0765188271641564
"110","1966","LAN",1.4893489589928,1.4044494356946,1.42619608330932,1.30428694474269,0.163315366635387
"111","1966","MIN",1.46303345789287,1.44265251352236,1.46063626508506,1.3429764301094,0.102073276220766
"112","1966","NYA",1.52752539678707,1.37468746418937,1.44011112622744,1.4385970816842,0.0235046530648071
"113","1966","NYN",1.45987057502284,1.42438501078345,1.46590914849365,1.56722592352961,-0.148879486216965
"114","1966","PHI",1.46717377168592,1.47924620481515,1.49278292441125,1.41242139813157,0.0412156539582478
"115","1966","PIT",1.46548718762009,1.5535985644548,1.48003246333492,1.43531422106113,0.103739067678829
"116","1966","SFN",1.5012256730043,1.46694793689987,1.48278843987758,1.42791670266505,0.0574684673615362
"117","1966","SLN",1.49260965609571,1.33546449107595,1.44673262987299,1.36035747596276,0.020984041335911
"118","1966","WS2",1.40854551133684,1.41865104808687,1.47386236311541,1.44912129154056,-0.095787095232255
"119","1967","ATL",1.46872667753908,1.4379099666523,1.43865683677553,1.4463973038183,0.0215825035975561
"120","1967","BAL",1.50172493301859,1.46327795065551,1.44156164702014,1.41440687793143,0.109034358722524
"121","1967","BOS",1.49734558161695,1.47681232183422,1.44534447326203,1.40512941514387,0.123684015045275
"122","1967","CAL",1.44372132224512,1.41102373877019,1.45618126729652,1.39531839214871,0.00324540157007647
"123","1967","CHA",1.46368038685933,1.32209678908091,1.44504678157895,1.25655129128388,0.0841791030774139
"124","1967","CHN",1.43695428638215,1.51299973144119,1.47042294837365,1.40030227820115,0.0792287912485365
"125","1967","CIN",1.49710652188885,1.38082971757119,1.46893835609505,1.33541774853512,0.0735801348298719
"126","1967","CLE",1.47748478422865,1.35640636052994,1.46859070630266,1.39424899469134,-0.0289485562353988
"127","1967","DET",1.48516803711232,1.47029847824412,1.47895552081643,1.36036430768138,0.116146686858623
"128","1967","HOU",1.46228686951763,1.47023695310363,1.49688055703132,1.56529723882586,-0.129653973235919
"129","1967","KC1",1.4219465753305,1.36425567165436,1.48366334483586,1.42021855775112,-0.11767965560212
"130","1967","LAN",1.4893489589928,1.3358032512573,1.42619608330932,1.44668687104471,-0.0477307441039336
"131","1967","MIN",1.46303345789287,1.45996628503256,1.46063626508506,1.36235587294719,0.100007604893178
"132","1967","NYA",1.52752539678707,1.27829849633902,1.44011112622744,1.43971331067981,-0.0740005437811622
"133","1967","NYN",1.45987057502284,1.32744054833288,1.46590914849365,1.48083586554013,-0.159433890678057
"134","1967","PHI",1.46717377168592,1.41598950703057,1.49278292441125,1.35539101552869,0.034989338776545
"135","1967","PIT",1.46548718762009,1.49868503168674,1.48003246333492,1.50056340049902,-0.0164236445271113
"136","1967","SFN",1.5012256730043,1.45698533365674,1.48278843987758,1.35145966226493,0.12396290451853
"137","1967","SLN",1.49260965609571,1.49867313388583,1.44673262987299,1.37458168212409,0.169968477984465
"138","1967","WS2",1.40854551133684,1.42089781306115,1.47386236311541,1.43003267255676,-0.0744517112741745
"139","1968","ATL",1.46872667753908,1.33233678030522,1.43865683677553,1.35639622872995,0.00601039233883061
"140","1968","BAL",1.50172493301859,1.40160995713032,1.44156164702014,1.30477941522354,0.156993827905231
"141","1968","BOS",1.49734558161695,1.40150447837749,1.44534447326203,1.41823872330848,0.0352668634239404
"142","1968","CAL",1.44372132224512,1.35846290351449,1.45618126729652,1.44294649561691,-0.0969435371538214
"143","1968","CHA",1.46368038685933,1.27089296393771,1.44504678157895,1.31995233014631,-0.030425760928213
"144","1968","CHN",1.43695428638215,1.45035428869145,1.47042294837365,1.40628719775401,0.0105984289459373
"145","1968","CIN",1.49710652188885,1.52193282901495,1.46893835609505,1.50119032550111,0.0489106693076407
"146","1968","CLE",1.47748478422865,1.32807525927571,1.46859070630266,1.27369629295589,0.0632730442458067
"147","1968","DET",1.48516803711232,1.48002355437017,1.47895552081643,1.2590728743457,0.227163196320367
"148","1968","HOU",1.46228686951763,1.36085559083514,1.49688055703132,1.42330357730548,-0.0970416739840241
"149","1968","LAN",1.4893489589928,1.30431864261893,1.42619608330932,1.37121163048167,-0.00374011217926551
"150","1968","MIN",1.46303345789287,1.37786158478592,1.46063626508506,1.33032398079203,0.0499347968016917
"151","1968","NYA",1.52752539678707,1.31422075025535,1.44011112622744,1.34937803998806,0.0522569808269262
"152","1968","NYN",1.45987057502284,1.31370615536782,1.46590914849365,1.30225154197928,0.00541603991772854
"153","1968","OAK",1.51221334829988,1.39139447297968,1.47192391592052,1.36361796417892,0.0680659411801341
"154","1968","PHI",1.46717377168592,1.37812187831154,1.49278292441125,1.42479747230125,-0.0722847467150398
"155","1968","PIT",1.46548718762009,1.41729892877814,1.48003246333492,1.3369636385685,0.0657900144947958
"156","1968","SFN",1.5012256730043,1.43413837517578,1.48278843987758,1.34962889130904,0.10294671699346
"157","1968","SLN",1.49260965609571,1.4057320517563,1.44673262987299,1.27954718706838,0.172061890910649
"158","1968","WS2",1.40854551133684,1.42339178904312,1.47386236311541,1.48178513502636,-0.12371019776181
"159","1969","ATL",1.46872667753908,1.47498729019103,1.43865683677553,1.42618160897789,0.0788755219767019
"160","1969","BAL",1.50172493301859,1.54576906888204,1.44156164702014,1.28907595563141,0.316856399249071
"161","1969","BOS",1.49734558161695,1.48049707234791,1.44534447326203,1.50134988275962,0.0311482979432105
"162","1969","CAL",1.44372132224512,1.32395132022508,1.45618126729652,1.4279479328117,-0.11645655763802
"163","1969","CHA",1.46368038685933,1.40649448878498,1.44504678157895,1.50624805716927,-0.0811199631039043
"164","1969","CHN",1.43695428638215,1.49884071482428,1.47042294837365,1.36739946174442,0.0979725910883591
"165","1969","CIN",1.49710652188885,1.56814154881447,1.46893835609505,1.55793315847575,0.0383765561325213
"166","1969","CLE",1.47748478422865,1.3559409070093,1.46859070630266,1.47602528973881,-0.111190304803515
"167","1969","DET",1.48516803711232,1.46323597602746,1.47895552081643,1.34816132741136,0.12128716491199
"168","1969","HOU",1.46228686951763,1.49611384240376,1.49688055703132,1.47751089817548,-0.0159907432854087
"169","1969","KCA",1.44548680707173,1.36266641935153,1.45812721682092,1.44218487718138,-0.0921588675790304
"170","1969","LAN",1.4893489589928,1.44968324470126,1.42619608330932,1.40522075125438,0.107615369130357
"171","1969","MIN",1.46303345789287,1.54763947607222,1.46063626508506,1.38403840270762,0.165998266172411
"172","1969","MON",1.43470290870943,1.40775239889285,1.46105344963554,1.58762817195112,-0.20622631398439
"173","1969","NYA",1.52752539678707,1.30048587915312,1.44011112622744,1.3737016667775,0.0141984829352557
"174","1969","NYN",1.45987057502284,1.45569203317064,1.46590914849365,1.32708522085795,0.122568238841882
"175","1969","OAK",1.51221334829988,1.51036925119949,1.47192391592052,1.48587052557603,0.0647881580028304
"176","1969","PHI",1.46717377168592,1.43981189568334,1.49278292441125,1.52687380076357,-0.112671057805552
"177","1969","PIT",1.46548718762009,1.52589258416264,1.48003246333492,1.45243790790786,0.0589094005399358
"178","1969","SDN",1.45022041031095,1.28360965028954,1.51686942673026,1.52842661464909,-0.311465980778862
"179","1969","SE1",1.46467611309131,1.4352229752506,1.47804847093058,1.55027955882755,-0.128428941416217
"180","1969","SFN",1.5012256730043,1.49950108218085,1.48278843987758,1.4426040342545,0.0753342810530739
"181","1969","SLN",1.49260965609571,1.36471012906334,1.44673262987299,1.32680417502515,0.0837829802609091
"182","1969","WS2",1.40854551133684,1.54177087967729,1.47386236311541,1.40999062642675,0.0664634014719714
"183","1970","ATL",1.46872667753908,1.490083911395,1.43865683677553,1.53821292026515,-0.0180591681065949
"184","1970","BAL",1.50172493301859,1.55154460954973,1.44156164702014,1.35377632177279,0.257931573775383
"185","1970","BOS",1.49734558161695,1.50125022708085,1.44534447326203,1.48542502804729,0.0678263073884855
"186","1970","CAL",1.44372132224512,1.43946091662762,1.45618126729652,1.41440806604296,0.0125929055332632
"187","1970","CHA",1.46368038685933,1.41992814192464,1.44504678157895,1.59785921797551,-0.159297470770492
"188","1970","CHN",1.43695428638215,1.55236013250544,1.47042294837365,1.42408135819271,0.0948101123212304
"189","1970","CIN",1.49710652188885,1.5029369085682,1.46893835609505,1.43300920118906,0.0980958731729404
"190","1970","CLE",1.47748478422865,1.42197973168681,1.46859070630266,1.42587377888133,0.00500003073147992
"191","1970","DET",1.48516803711232,1.42921216404516,1.47895552081643,1.47962460412184,-0.0441999237807895
"192","1970","HOU",1.46228686951763,1.5269359431142,1.49688055703132,1.54691162563982,-0.0545693700393022
"193","1970","KCA",1.44548680707173,1.39067618816303,1.45812721682092,1.46129958871501,-0.0832638103011565
"194","1970","LAN",1.4893489589928,1.52585291083499,1.42619608330932,1.52211833244843,0.0668874540700353
"195","1970","MIL",1.47952129687482,1.39038500862845,1.48322449220755,1.49962447344849,-0.112942660152783
"196","1970","MIN",1.46303345789287,1.49917243955586,1.46063626508506,1.3591582363248,0.142411396038859
"197","1970","MON",1.43470290870943,1.4820078299971,1.46105344963554,1.57331687954829,-0.1176595904773
"198","1970","NYA",1.52752539678707,1.4139768688587,1.44011112622744,1.39977163682327,0.101619502595058
"199","1970","NYN",1.45987057502284,1.48713417418567,1.46590914849365,1.40563083070923,0.0754647700056301
"200","1970","OAK",1.51221334829988,1.44090016821712,1.47192391592052,1.38097878171648,0.100210818880009
"201","1970","PHI",1.46717377168592,1.3513046912583,1.49278292441125,1.47990577600648,-0.154210237473514
"202","1970","PIT",1.46548718762009,1.49020664602471,1.48003246333492,1.42840624982954,0.0472551204803278
"203","1970","SDN",1.45022041031095,1.4934926631566,1.51686942673026,1.5483713047249,-0.121527657987608
"204","1970","SFN",1.5012256730043,1.58409927011017,1.48278843987758,1.61014811337413,-0.00761161013723877
"205","1970","SLN",1.49260965609571,1.49367725806773,1.44673262987299,1.54090767859127,-0.00135339430082038
"206","1970","WS2",1.40854551133684,1.46633063390829,1.47386236311541,1.44714509554373,-0.0461313134139978
"207","1971","ATL",1.46872667753908,1.45074394936629,1.43865683677553,1.50821389994357,-0.02740010981372
"208","1971","BAL",1.50172493301859,1.54162519933115,1.44156164702014,1.33876707319772,0.263021412131882
"209","1971","BOS",1.49734558161695,1.43165006040304,1.44534447326203,1.44591270174376,0.0377384670142109
"210","1971","CAL",1.44372132224512,1.33095923064323,1.45618126729652,1.36658609824238,-0.0480868126505567
"211","1971","CHA",1.46368038685933,1.42437554347221,1.44504678157895,1.3856760179375,0.0573331308150933
"212","1971","CHN",1.43695428638215,1.43156362081723,1.47042294837365,1.41422831957857,-0.0161333607528391
"213","1971","CIN",1.49710652188885,1.36050939990922,1.46893835609505,1.35962017622603,0.0290573894769861
"214","1971","CLE",1.47748478422865,1.33053250980731,1.46859070630266,1.51616359390221,-0.176737006168902
"215","1971","DET",1.48516803711232,1.48212070117484,1.47895552081643,1.4119232760642,0.0764099414065336
"216","1971","HOU",1.46228686951763,1.40580643737624,1.49688055703132,1.37029202276489,0.000920727097662777
"217","1971","KCA",1.44548680707173,1.40860438684806,1.45812721682092,1.33330238416203,0.0626615929368528
"218","1971","LAN",1.4893489589928,1.49295457196339,1.42619608330932,1.45506953286202,0.101037914784846
"219","1971","MIL",1.47952129687482,1.33135169150366,1.48322449220755,1.36993659906635,-0.0422881028954283
"220","1971","MIN",1.46303345789287,1.46068488310014,1.46063626508506,1.45580996855606,0.00727210735189487
"221","1971","MON",1.43470290870943,1.45760099536917,1.46105344963554,1.53337465705436,-0.102124202611301
"222","1971","NYA",1.52752539678707,1.40839472809667,1.44011112622744,1.45871251220024,0.0370964864560688
"223","1971","NYN",1.45987057502284,1.41271102459841,1.46590914849365,1.34454987924439,0.0621225718832132
"224","1971","OAK",1.51221334829988,1.48850707223446,1.47192391592052,1.37850227587324,0.150294228740596
"225","1971","PHI",1.46717377168592,1.34884219904272,1.49278292441125,1.46836764646492,-0.145134600147521
"226","1971","PIT",1.46548718762009,1.58857151217835,1.48003246333492,1.40152093866873,0.172505297794779
"227","1971","SDN",1.45022041031095,1.32264108715005,1.51686942673026,1.40102668023858,-0.145034609507836
"228","1971","SFN",1.5012256730043,1.51617323364209,1.48278843987758,1.46540287829746,0.0692075884713494
"229","1971","SLN",1.49260965609571,1.52803509625132,1.44673262987299,1.52426884599467,0.0496432764793737
"230","1971","WS2",1.40854551133684,1.39520743289648,1.47386236311541,1.44252374539632,-0.112633164278407
"231","1972","ATL",1.46872667753908,1.46463742499143,1.43865683677553,1.56724583907792,-0.0725385733229311
"232","1972","BAL",1.50172493301859,1.35513684846442,1.44156164702014,1.23302680738786,0.18227332707501
"233","1972","BOS",1.49734558161695,1.45363915165088,1.44534447326203,1.45486122299391,0.0507790370118926
"234","1972","CAL",1.44372132224512,1.31820579082457,1.45618126729652,1.36332100811151,-0.0575751623383347
"235","1972","CHA",1.46368038685933,1.42558169138474,1.44504678157895,1.37792625904446,0.0662890376206597
"236","1972","CHN",1.43695428638215,1.50871172861455,1.47042294837365,1.36314082610237,0.11210224052068
"237","1972","CIN",1.49710652188885,1.51968520265659,1.46893835609505,1.37005019664838,0.177803171802011
"238","1972","CLE",1.47748478422865,1.29666130786602,1.46859070630266,1.31104098955032,-0.00548560375829865
"239","1972","DET",1.48516803711232,1.38705188367667,1.47895552081643,1.31205385719565,0.0812105427769074
"240","1972","HOU",1.46228686951763,1.58031180767503,1.49688055703132,1.50109452394302,0.0446235962183259
"241","1972","KCA",1.44548680707173,1.45248926892516,1.45812721682092,1.36494805163865,0.0749008075373365
"242","1972","LAN",1.4893489589928,1.4254451304348,1.42619608330932,1.3946050428361,0.0939929632821777
"243","1972","MIL",1.47952129687482,1.33533817761012,1.48322449220755,1.39597176984862,-0.0643367875712406
"244","1972","MIN",1.46303345789287,1.37760440079808,1.46063626508506,1.3468767379793,0.0331248556265917
"245","1972","MON",1.43470290870943,1.35422191539896,1.46105344963554,1.43010737155241,-0.102235997079561
"246","1972","NYA",1.52752539678707,1.37205861642653,1.44011112622744,1.37900275928141,0.0804701277047513
"247","1972","NYN",1.45987057502284,1.37730605378111,1.46590914849365,1.40963460915787,-0.0383671288475607
"248","1972","OAK",1.51221334829988,1.45101234376022,1.47192391592052,1.27800767820533,0.213294097934264
"249","1972","PHI",1.46717377168592,1.31235311630921,1.49278292441125,1.44318027732297,-0.156436313739083
"250","1972","PIT",1.46548718762009,1.52935948361702,1.48003246333492,1.32916292014915,0.185651287753035
"251","1972","SDN",1.45022041031095,1.35773381212504,1.51686942673026,1.49671290667204,-0.205628110966313
"252","1972","SFN",1.5012256730043,1.49814563749336,1.48278843987758,1.49654498030867,0.0200378903114138
"253","1972","SLN",1.49260965609571,1.38263680639676,1.44673262987299,1.43765941730748,-0.00914558468799465
"254","1972","TEX",1.49673593411,1.26710141737897,1.49016226863037,1.42939563257161,-0.155720549713006
"255","1973","ATL",1.46872667753908,1.57909728945235,1.43865683677553,1.57094579570002,0.0382213345158942
"256","1973","BAL",1.50172493301859,1.50663137196763,1.44156164702014,1.32793523166258,0.238859426303496
"257","1973","BOS",1.49734558161695,1.44700585759245,1.44534447326203,1.39258614974493,0.106420816202448
"258","1973","CAL",1.44372132224512,1.42988247430006,1.45618126729652,1.42813324997156,-0.0107107207229027
"259","1973","CHA",1.46368038685933,1.42188748085705,1.44504678157895,1.46972639362432,-0.0292053074868832
"260","1973","CHN",1.43695428638215,1.39617200853439,1.47042294837365,1.41361210417623,-0.050908757633342
"261","1973","CIN",1.49710652188885,1.49880576998429,1.46893835609505,1.39147501282383,0.135498922954253
"262","1973","CLE",1.47748478422865,1.458377741263,1.46859070630266,1.5689318091703,-0.101659989981305
"263","1973","DET",1.48516803711232,1.39444481279991,1.47895552081643,1.41049509597809,-0.00983776688229154
"264","1973","HOU",1.46228686951763,1.4912766040929,1.49688055703132,1.47532552166925,-0.0186426050900339
"265","1973","KCA",1.44548680707173,1.53040511750102,1.45812721682092,1.50392955148603,0.0138351562658103
"266","1973","LAN",1.4893489589928,1.47588083809356,1.42619608330932,1.40329081456764,0.135742899209393
"267","1973","MIL",1.47952129687482,1.48792490495408,1.48322449220755,1.47056739838856,0.013654311232786
"268","1973","MIN",1.46303345789287,1.4927000738452,1.46063626508506,1.44154268808209,0.0535545785709184
"269","1973","MON",1.43470290870943,1.48234334560592,1.46105344963554,1.49737964465223,-0.0413868399724251
"270","1973","NYA",1.52752539678707,1.36856281778707,1.44011112622744,1.39092341620658,0.0650536721401207
"271","1973","NYN",1.45987057502284,1.42549925952308,1.46590914849365,1.38497883505362,0.034481850998648
"272","1973","OAK",1.51221334829988,1.51003737649688,1.47192391592052,1.39517287946819,0.155153929408053
"273","1973","PHI",1.46717377168592,1.42763057165466,1.49278292441125,1.49583340454192,-0.0938119856125921
"274","1973","PIT",1.46548718762009,1.49840397171732,1.48003246333492,1.48988044892047,-0.00602175291798002
